Cancer type;Period;Sex;Age range;Number
All cancers;1995;Male;15-29;539
All cancers;1995;Male;45-59;5610
All cancers;1996;Male;75+;10290
All cancers;1996;Male;60-74;15961
All cancers;1996;Male;30-44;1615
All cancers;1996;Male;0-14;235
All cancers;1996;Male;All ages;34565
All cancers;1996;Male;15-29;563
All cancers;1996;Male;45-59;5901
All cancers;1997;Male;75+;10152
All cancers;1997;Male;30-44;1520
All cancers;1997;Male;60-74;15799
All cancers;1997;Male;0-14;206
All cancers;1997;Male;All ages;34256
All cancers;1997;Male;15-29;500
All cancers;1997;Male;45-59;6079
All cancers;1998;Male;75+;10331
All cancers;1998;Male;30-44;1465
All cancers;1998;Male;60-74;15798
All cancers;1998;Male;0-14;238
All cancers;1998;Male;All ages;34547
All cancers;1998;Male;15-29;546
All cancers;1998;Male;45-59;6169
All cancers;1999;Male;75+;10464
All cancers;1999;Male;30-44;1560
All cancers;1999;Male;60-74;16022
Head and neck;1994;Male;75+;256
Head and neck;1994;Male;15-29;5
Head and neck;1994;Male;45-59;503
Head and neck;1994;Male;60-74;694
Head and neck;1994;Male;30-44;99
Head and neck;1995;Male;0-14;1
Head and neck;1995;Male;30-44;111
Head and neck;1995;Male;All ages;1617
Head and neck;1995;Male;75+;291
Head and neck;1995;Male;15-29;4
Head and neck;1995;Male;45-59;476
Head and neck;1995;Male;60-74;734
Head and neck;1996;Male;30-44;105
Head and neck;1996;Male;15-29;13
Head and neck;1996;Male;All ages;1679
Head and neck;1996;Male;75+;281
Head and neck;1996;Male;0-14;3
Head and neck;1996;Male;45-59;556
Head and neck;1996;Male;60-74;721
Head and neck;1997;Male;0-14;0
Head and neck;1997;Male;15-29;10
Head and neck;1997;Male;All ages;1686
Head and neck;1997;Male;75+;324
Head and neck;1997;Male;45-59;544
Head and neck;1997;Male;60-74;732
Head and neck;1997;Male;30-44;76
Head and neck;1998;Male;0-14;0
Head and neck;1998;Male;All ages;1635
Head and neck;1998;Male;75+;280
Head and neck;1998;Male;45-59;535
Head and neck;1998;Male;60-74;728
Head and neck;1998;Male;15-29;8
Head and neck;1998;Male;30-44;84
Head and neck;1999;Male;15-29;12
Head and neck;1999;Male;All ages;1714
Head and neck;1999;Male;0-14;2
Head and neck;1999;Male;75+;328
Respiratory tract;1989;Female;15-29;5
Respiratory tract;1989;Female;60-74;573
Respiratory tract;1990;Female;0-14;0
Respiratory tract;1990;Female;All ages;1394
Respiratory tract;1990;Female;75+;259
Respiratory tract;1990;Female;45-59;367
Respiratory tract;1990;Female;15-29;5
Respiratory tract;1990;Female;60-74;664
Respiratory tract;1990;Female;30-44;99
Respiratory tract;1991;Female;0-14;0
Respiratory tract;1991;Female;30-44;100
Respiratory tract;1991;Female;All ages;1515
Respiratory tract;1991;Female;75+;249
Respiratory tract;1991;Female;45-59;423
Respiratory tract;1991;Female;15-29;6
Respiratory tract;1991;Female;60-74;737
Respiratory tract;1992;Female;0-14;0
Respiratory tract;1992;Female;30-44;114
Respiratory tract;1992;Female;All ages;1603
Respiratory tract;1992;Female;15-29;2
Respiratory tract;1992;Female;75+;300
Respiratory tract;1992;Female;45-59;424
Respiratory tract;1992;Female;60-74;763
Respiratory tract;1993;Female;0-14;0
Respiratory tract;1993;Female;30-44;107
Respiratory tract;1993;Female;All ages;1777
Respiratory tract;1993;Female;75+;326
Respiratory tract;1993;Female;45-59;473
Respiratory tract;1993;Female;15-29;8
Respiratory tract;1993;Female;60-74;863
Respiratory tract;1994;Female;0-14;0
Respiratory tract;1994;Female;30-44;127
Respiratory tract;1994;Female;All ages;1842
Respiratory tract;1994;Female;75+;341
Respiratory tract;1994;Female;15-29;4
Respiratory tract;1994;Female;45-59;504
Respiratory tract;1994;Female;60-74;866
Digestive tract;2016;Female;45-59;1719
Digestive tract;2016;Female;30-44;248
Digestive tract;2016;Female;75+;3695
Digestive tract;2016;Female;60-74;4821
Digestive tract;2016;Female;15-29;49
Digestive tract;2016;Female;0-14;7
Digestive tract;2017;Female;All ages;10344
Digestive tract;2017;Female;45-59;1705
Digestive tract;2017;Female;30-44;245
Digestive tract;2017;Female;75+;3796
Digestive tract;2017;Female;60-74;4545
Digestive tract;2017;Female;15-29;47
Digestive tract;2017;Female;0-14;6
Digestive tract;2018*;Female;All ages;10212
Digestive tract;2018*;Female;45-59;1892
Digestive tract;2018*;Female;30-44;219
Digestive tract;2018*;Female;75+;3921
Digestive tract;2018*;Female;60-74;4123
Digestive tract;2018*;Female;15-29;48
Digestive tract;2018*;Female;0-14;9
Digestive tract;2019*;Female;All ages;10161
Digestive tract;2019*;Female;45-59;1720
Digestive tract;2019*;Female;0-14;19
Digestive tract;2019*;Female;30-44;241
Digestive tract;2019*;Female;75+;3867
Digestive tract;2019*;Female;60-74;4269
Digestive tract;2019*;Female;15-29;45
Digestive tract;1989;Male and Female;0-14;12
Digestive tract;1989;Male and Female;All ages;12899
Digestive tract;1989;Male and Female;45-59;1942
Digestive tract;1989;Male and Female;30-44;461
Digestive tract;1989;Male and Female;75+;4869
Digestive tract;1989;Male and Female;60-74;5551
Digestive tract;1989;Male and Female;15-29;64
Digestive tract;1990;Male and Female;All ages;13045
Digestive tract;1990;Male and Female;45-59;2063
Digestive tract;1990;Male and Female;30-44;459
All cancers;1999;Male;0-14;235
All cancers;1999;Male;All ages;35115
All cancers;1999;Male;15-29;551
All cancers;1999;Male;45-59;6283
All cancers;2000;Male;75+;10569
All cancers;2000;Male;60-74;16082
All cancers;2000;Male;30-44;1635
All cancers;2000;Male;0-14;241
All cancers;2000;Male;All ages;35557
All cancers;2000;Male;15-29;542
All cancers;2000;Male;45-59;6488
All cancers;2001;Male;75+;10899
All cancers;2001;Male;30-44;1621
All cancers;2001;Male;60-74;16508
All cancers;2001;Male;0-14;236
All cancers;2001;Male;All ages;36532
All cancers;2001;Male;15-29;565
All cancers;2001;Male;45-59;6703
All cancers;2002;Male;75+;11346
All cancers;2002;Male;60-74;16825
All cancers;2002;Male;30-44;1735
All cancers;2002;Male;0-14;260
All cancers;2002;Male;All ages;37651
All cancers;2002;Male;15-29;524
All cancers;2002;Male;45-59;6961
All cancers;2003;Male;75+;11774
All cancers;2003;Male;30-44;1713
All cancers;2003;Male;60-74;17561
All cancers;2003;Male;0-14;250
All cancers;2003;Male;All ages;39214
All cancers;2003;Male;15-29;567
All cancers;2003;Male;45-59;7349
All cancers;2004;Male;75+;12425
All cancers;2004;Male;30-44;1840
All cancers;2004;Male;60-74;19030
All cancers;2004;Male;0-14;242
Head and neck;1999;Male;45-59;543
Head and neck;1999;Male;30-44;73
Head and neck;1999;Male;60-74;756
Head and neck;2000;Male;0-14;0
Head and neck;2000;Male;15-29;11
Head and neck;2000;Male;All ages;1750
Head and neck;2000;Male;75+;296
Head and neck;2000;Male;45-59;612
Head and neck;2000;Male;60-74;750
Head and neck;2000;Male;30-44;81
Head and neck;2001;Male;15-29;11
Head and neck;2001;Male;All ages;1683
Head and neck;2001;Male;75+;303
Head and neck;2001;Male;0-14;5
Head and neck;2001;Male;45-59;553
Head and neck;2001;Male;60-74;719
Head and neck;2001;Male;30-44;92
Head and neck;2002;Male;All ages;1686
Head and neck;2002;Male;75+;270
Head and neck;2002;Male;0-14;3
Head and neck;2002;Male;15-29;5
Head and neck;2002;Male;45-59;614
Head and neck;2002;Male;60-74;709
Head and neck;2002;Male;30-44;85
Head and neck;2003;Male;0-14;1
Head and neck;2003;Male;15-29;10
Head and neck;2003;Male;All ages;1760
Head and neck;2003;Male;75+;327
Head and neck;2003;Male;45-59;603
Head and neck;2003;Male;60-74;728
Head and neck;2003;Male;30-44;91
Head and neck;2004;Male;15-29;10
Head and neck;2004;Male;30-44;102
Head and neck;2004;Male;All ages;1790
Head and neck;2004;Male;0-14;2
Head and neck;2004;Male;75+;310
Head and neck;2004;Male;45-59;629
Digestive tract;1990;Male and Female;75+;4927
Digestive tract;1990;Male and Female;60-74;5496
Digestive tract;1990;Male and Female;0-14;7
Digestive tract;1990;Male and Female;15-29;93
Digestive tract;1991;Male and Female;0-14;11
Digestive tract;1991;Male and Female;All ages;13562
Digestive tract;1991;Male and Female;45-59;2170
Digestive tract;1991;Male and Female;30-44;445
Digestive tract;1991;Male and Female;75+;5095
Digestive tract;1991;Male and Female;60-74;5763
Digestive tract;1991;Male and Female;15-29;78
Digestive tract;1992;Male and Female;All ages;13850
Digestive tract;1992;Male and Female;0-14;15
Digestive tract;1992;Male and Female;45-59;2264
Digestive tract;1992;Male and Female;30-44;436
Digestive tract;1992;Male and Female;75+;5258
Digestive tract;1992;Male and Female;60-74;5801
Digestive tract;1992;Male and Female;15-29;76
Digestive tract;1993;Male and Female;0-14;10
Digestive tract;1993;Male and Female;All ages;13795
Digestive tract;1993;Male and Female;45-59;2262
Digestive tract;1993;Male and Female;30-44;414
Digestive tract;1993;Male and Female;75+;5099
Digestive tract;1993;Male and Female;60-74;5948
Digestive tract;1993;Male and Female;15-29;62
Digestive tract;1994;Male and Female;All ages;14050
Digestive tract;1994;Male and Female;45-59;2285
Digestive tract;1994;Male and Female;30-44;462
Digestive tract;1994;Male and Female;75+;5177
Digestive tract;1994;Male and Female;60-74;6044
Digestive tract;1994;Male and Female;15-29;73
Digestive tract;1994;Male and Female;0-14;9
Digestive tract;1995;Male and Female;All ages;14092
Digestive tract;1995;Male and Female;0-14;15
Digestive tract;1995;Male and Female;45-59;2382
Digestive tract;1995;Male and Female;30-44;401
Digestive tract;1995;Male and Female;75+;5201
Digestive tract;1995;Male and Female;60-74;6022
Digestive tract;1995;Male and Female;15-29;71
Digestive tract;1996;Male and Female;All ages;14351
Digestive tract;1996;Male and Female;0-14;16
Digestive tract;1996;Male and Female;45-59;2440
Digestive tract;1996;Male and Female;30-44;455
Digestive tract;1996;Male and Female;75+;5329
Digestive tract;1996;Male and Female;60-74;6041
Digestive tract;1996;Male and Female;15-29;70
Digestive tract;1997;Male and Female;All ages;14583
Digestive tract;1997;Male and Female;0-14;18
Digestive tract;1997;Male and Female;45-59;2494
Digestive tract;1997;Male and Female;30-44;454
Digestive tract;1997;Male and Female;75+;5434
Digestive tract;1997;Male and Female;60-74;6117
Digestive tract;1997;Male and Female;15-29;66
Digestive tract;1998;Male and Female;All ages;14841
Digestive tract;1998;Male and Female;0-14;17
Digestive tract;1998;Male and Female;45-59;2608
Digestive tract;1998;Male and Female;30-44;436
Digestive tract;1998;Male and Female;75+;5477
Digestive tract;1998;Male and Female;60-74;6224
Digestive tract;1998;Male and Female;15-29;79
Digestive tract;1999;Male and Female;All ages;15041
Digestive tract;1999;Male and Female;0-14;16
Digestive tract;1999;Male and Female;45-59;2670
Digestive tract;1999;Male and Female;30-44;460
Digestive tract;1999;Male and Female;75+;5589
Digestive tract;1999;Male and Female;60-74;6242
Digestive tract;1999;Male and Female;15-29;64
Digestive tract;2000;Male and Female;0-14;15
Digestive tract;2000;Male and Female;All ages;15399
Digestive tract;2000;Male and Female;45-59;2814
Digestive tract;2000;Male and Female;30-44;487
Digestive tract;2000;Male and Female;75+;5627
Digestive tract;2000;Male and Female;15-29;61
Digestive tract;2000;Male and Female;60-74;6395
Digestive tract;2001;Male and Female;All ages;15404
Digestive tract;2001;Male and Female;0-14;18
Digestive tract;2001;Male and Female;45-59;2844
Digestive tract;2001;Male and Female;30-44;505
Digestive tract;2001;Male and Female;75+;5557
Digestive tract;2001;Male and Female;15-29;60
Digestive tract;2001;Male and Female;60-74;6420
Digestive tract;2002;Male and Female;All ages;16041
Digestive tract;2002;Male and Female;0-14;25
Digestive tract;2002;Male and Female;45-59;3019
Digestive tract;2002;Male and Female;30-44;497
Digestive tract;2002;Male and Female;15-29;55
Digestive tract;2002;Male and Female;75+;5826
Digestive tract;2002;Male and Female;60-74;6619
Digestive tract;2003;Male and Female;0-14;14
Digestive tract;2003;Male and Female;All ages;16637
Digestive tract;2003;Male and Female;45-59;3162
Digestive tract;2003;Male and Female;30-44;489
Digestive tract;2003;Male and Female;75+;6139
Digestive tract;2003;Male and Female;15-29;64
Digestive tract;2003;Male and Female;60-74;6769
Digestive tract;2004;Male and Female;All ages;17300
Digestive tract;2004;Male and Female;0-14;21
Digestive tract;2004;Male and Female;45-59;3236
Digestive tract;2004;Male and Female;30-44;520
Digestive tract;2004;Male and Female;15-29;58
Digestive tract;2004;Male and Female;75+;6309
Digestive tract;2004;Male and Female;60-74;7156
Digestive tract;2005;Male and Female;0-14;10
Digestive tract;2005;Male and Female;All ages;17776
Digestive tract;2005;Male and Female;45-59;3304
Digestive tract;2005;Male and Female;30-44;490
Digestive tract;2005;Male and Female;15-29;65
Digestive tract;2005;Male and Female;75+;6637
Digestive tract;2005;Male and Female;60-74;7270
Digestive tract;2006;Male and Female;0-14;14
Digestive tract;2006;Male and Female;All ages;18238
Respiratory tract;1995;Female;0-14;0
Respiratory tract;1995;Female;30-44;145
Respiratory tract;1995;Female;All ages;1950
Respiratory tract;1995;Female;75+;372
Respiratory tract;1995;Female;45-59;504
Respiratory tract;1995;Female;15-29;7
Respiratory tract;1995;Female;60-74;922
Respiratory tract;1996;Female;0-14;0
Respiratory tract;1996;Female;30-44;119
Respiratory tract;1996;Female;All ages;2020
Respiratory tract;1996;Female;75+;385
Respiratory tract;1996;Female;45-59;568
Respiratory tract;1996;Female;15-29;6
Respiratory tract;1996;Female;60-74;942
Respiratory tract;1997;Female;0-14;0
Respiratory tract;1997;Female;30-44;156
Respiratory tract;1997;Female;All ages;2187
Respiratory tract;1997;Female;75+;399
Respiratory tract;1997;Female;15-29;4
Respiratory tract;1997;Female;45-59;633
Respiratory tract;1997;Female;60-74;995
Respiratory tract;1998;Female;0-14;0
Respiratory tract;1998;Female;60-74;1063
Respiratory tract;1998;Female;30-44;154
Respiratory tract;1998;Female;All ages;2306
Respiratory tract;1998;Female;75+;408
Respiratory tract;1998;Female;15-29;5
Respiratory tract;1998;Female;45-59;676
Respiratory tract;1999;Female;0-14;0
Respiratory tract;1999;Female;60-74;1079
Respiratory tract;1999;Female;30-44;152
Respiratory tract;1999;Female;All ages;2366
Respiratory tract;1999;Female;15-29;3
Respiratory tract;1999;Female;75+;426
Respiratory tract;1999;Female;45-59;706
Respiratory tract;2000;Female;0-14;0
Respiratory tract;2000;Female;60-74;1155
Digestive tract;2006;Male and Female;45-59;3395
Digestive tract;2006;Male and Female;30-44;490
Digestive tract;2006;Male and Female;75+;6757
Digestive tract;2006;Male and Female;15-29;69
Digestive tract;2006;Male and Female;60-74;7513
Digestive tract;2007;Male and Female;0-14;18
Digestive tract;2007;Male and Female;All ages;19091
Digestive tract;2007;Male and Female;45-59;3372
Digestive tract;2007;Male and Female;30-44;524
Digestive tract;2007;Male and Female;15-29;65
Digestive tract;2007;Male and Female;75+;7123
Digestive tract;2007;Male and Female;60-74;7989
Digestive tract;2008;Male and Female;0-14;18
Digestive tract;2008;Male and Female;All ages;20003
Digestive tract;2008;Male and Female;45-59;3427
Digestive tract;2008;Male and Female;30-44;537
Digestive tract;2008;Male and Female;15-29;70
Digestive tract;2008;Male and Female;75+;7380
Digestive tract;2008;Male and Female;60-74;8571
Digestive tract;2009;Male and Female;0-14;11
Digestive tract;2009;Male and Female;All ages;20524
Digestive tract;2009;Male and Female;45-59;3495
Digestive tract;2009;Male and Female;30-44;545
Digestive tract;2009;Male and Female;75+;7547
Digestive tract;2009;Male and Female;15-29;84
Digestive tract;2009;Male and Female;60-74;8842
Digestive tract;2010;Male and Female;0-14;13
Digestive tract;2010;Male and Female;All ages;21135
Digestive tract;2010;Male and Female;45-59;3469
Digestive tract;2010;Male and Female;30-44;524
Digestive tract;2010;Male and Female;15-29;79
Digestive tract;2010;Male and Female;75+;7931
Digestive tract;2010;Male and Female;60-74;9119
Digestive tract;2011;Male and Female;0-14;14
Digestive tract;2011;Male and Female;All ages;21856
Digestive tract;2011;Male and Female;45-59;3685
Digestive tract;2011;Male and Female;30-44;549
Head and neck;2004;Male;60-74;737
Head and neck;2005;Male;0-14;0
Head and neck;2005;Male;All ages;1873
Head and neck;2005;Male;75+;346
Head and neck;2005;Male;45-59;616
Head and neck;2005;Male;30-44;81
Head and neck;2005;Male;60-74;821
Head and neck;2005;Male;15-29;9
Head and neck;2006;Male;All ages;1803
Head and neck;2006;Male;0-14;2
Head and neck;2006;Male;75+;361
Head and neck;2006;Male;45-59;560
Head and neck;2006;Male;15-29;6
Head and neck;2006;Male;30-44;75
Head and neck;2006;Male;60-74;799
Head and neck;2007;Male;15-29;11
Head and neck;2007;Male;All ages;1780
Head and neck;2007;Male;0-14;2
Head and neck;2007;Male;75+;356
Head and neck;2007;Male;45-59;538
Head and neck;2007;Male;60-74;793
Head and neck;2007;Male;30-44;80
Head and neck;2008;Male;15-29;10
Head and neck;2008;Male;All ages;1979
Head and neck;2008;Male;0-14;2
Head and neck;2008;Male;75+;359
Head and neck;2008;Male;45-59;593
Head and neck;2008;Male;30-44;84
Head and neck;2008;Male;60-74;931
Head and neck;2009;Male;0-14;1
Head and neck;2009;Male;15-29;14
Head and neck;2009;Male;All ages;1964
Head and neck;2009;Male;75+;373
Head and neck;2009;Male;45-59;610
Head and neck;2009;Male;30-44;64
Head and neck;2009;Male;60-74;902
Head and neck;2010;Male;0-14;0
Digestive tract;2011;Male and Female;75+;7938
Digestive tract;2011;Male and Female;15-29;87
Digestive tract;2011;Male and Female;60-74;9583
Digestive tract;2012;Male and Female;0-14;13
Digestive tract;2012;Male and Female;All ages;22091
Digestive tract;2012;Male and Female;45-59;3527
Digestive tract;2012;Male and Female;30-44;537
Digestive tract;2012;Male and Female;75+;7957
Digestive tract;2012;Male and Female;15-29;89
Digestive tract;2012;Male and Female;60-74;9968
Digestive tract;2013;Male and Female;0-14;18
Digestive tract;2013;Male and Female;All ages;21858
Digestive tract;2013;Male and Female;45-59;3638
Digestive tract;2013;Male and Female;30-44;545
Digestive tract;2013;Male and Female;75+;7739
Digestive tract;2013;Male and Female;15-29;92
Digestive tract;2013;Male and Female;60-74;9826
Digestive tract;2014;Male and Female;60-74;11321
Digestive tract;2014;Male and Female;0-14;16
Digestive tract;2014;Male and Female;All ages;24389
Digestive tract;2014;Male and Female;45-59;3579
Digestive tract;2014;Male and Female;30-44;531
Digestive tract;2014;Male and Female;15-29;83
Digestive tract;2014;Male and Female;75+;8859
Digestive tract;2015;Male and Female;0-14;12
Digestive tract;2015;Male and Female;60-74;13228
Digestive tract;2015;Male and Female;All ages;25571
Digestive tract;2015;Male and Female;45-59;3615
